review_description,rating,company
خدمه ممتازه مع بعض الارتفاع فى الاجره,positive,swvl
7lw,positive,swvl
خدمه أكثر من ممتازه تستحق ٥ نجوم,positive,swvl
احسن من اوبر والله,positive,swvl
بصراحه شركه محترمه قوى احسن حاجه ممكن اوصل بيها لبرج العرب والساءقين غايه في الاحترام والأدب,positive,swvl
اسعار غالية جدا الميكروباصات ارخص منكم ومافيش اي توفير شركة هدفها الأساسي الربح,negative,swvl
على عيني والله ❤❤,positive,swvl
حاجة بصراحة جميلة جددددددا,positive,swvl
best app transportation ever,positive,swvl
الرساله الي فيها الكود مش رضيه تيجي ومشراضي يفتح حتا منغرها الرجاء حل المشكله لعدم حزف البرنامج,negative,swvl
بصراحة عجبتني تجربة سويفل بس محتاجين خطوط اكتر لكل الاماكن ومواعيد اكتر وأن شاء الله من تقدم لتقدم,neutral,swvl
سعيد جدا بهذا المشروع الراقي وأرجو لكم كل التوفيق والنجاح وأرجو الصبر على سخافات بعض العملاء كما أرجو تمييز ومكافأة العملاء المداومين الملتزمين والله معكم.,positive,swvl
احب ذلك,positive,swvl
لسة,positive,swvl
كل الاسباب خلت المشوار مريح وليس سبب واحد,positive,swvl
كنت عاوز اشغل عربيتي معاكم ينفع ولا ايه,positive,swvl
انه رائع ومريح وآمن جدا,positive,swvl
برنامج سي للغايه,negative,swvl
خدمة ممتازة و سائقين رائعين,positive,swvl
حلو جدا ومريح,positive,swvl
خدمة ممتازة جدااااا,positive,swvl
برنامج رائع واسعاره غير مبالغ فيها انا بتكلم عن رحلاتي في الاسكندريه,positive,swvl
حلو جدا بس انا لما اجي اكتب المدينه يقولى حدث خطأ ما,positive,swvl
تطبيق غايه في الروعه,positive,swvl
سهل الاستخدام Appوسريع في التوصيل,positive,swvl
بعد اللي شفته النهاردة من السواق في رحله 8:11 من سلم مشاه صقر قريش إلي كونكورد بلازا من سواق اسمة محسن محروس كود رحلتي 61 لو فيه أقل من نجمه كنت اختارتة,negative,swvl
مزيد من النجاح ان شاء الله,positive,swvl
اول حاجه الناس اللي بتقول مشرع حلو وبالتوفيق ان شآء آلله شغالين عندك صح,negative,swvl
أمن جدا,positive,swvl
تطبيق جميل الحلو انك بتبعد عن زحمة لما تقعد تستنا باص او ميكرو باص بالميادين خذ٧,positive,swvl
مشكلة في التقاء في المحطة وفيه مشكلة عند إلغاء الرحلة بنزل غرامة 15جنيه رغم اني لاغيةالرحة قبل ميعادها لظروف حصلت معي او لان المحطة غير مناسبة لي,neutral,swvl
تطبيق فاشل واسعار مبالغ فيها من نادى الصيد ل غمرة ب 30 جنيه على كده اطلب اوبر او كريم ارخص وعلى الاقل عربية ملاكى,negative,swvl
من رايي زياده عدد المحطات واضافه الاماكن المتاحه والمحطات المجاوره علي البرنامج,positive,swvl
النهارده بقال سنه بركب معاكم في الاسكندريه واقدر ارشح الشركه لاي حد بمنتهي الاطمئنان اه ممكن يكون فيه بعض التعليقات بس مننساش ان مفهوم انك تروح سغلك بميعاد محدد وترجع كمان وانتا مش في دماغك هم المواصلات بجد حاجه محترمه,positive,swvl
أحب زالك,positive,swvl
الاسعار اوفر وبعدين انا قاعد ف البحر الاعظم اروح عشان اركب الباص من الهرم او المعادي ليه يعني,negative,swvl
😊,positive,swvl
شركة قمه الاحترام بالتوفيق للجميع,positive,swvl
مشروع رائع جداً بلتوفيق واقتصادي جدايارب بلتوفيق,positive,swvl
حملت التطبيق ولغيته بسبب الاسعار الغريبة,negative,swvl
احسن مواصلة في مصر,positive,swvl
تطبيق رائع.. باصات نظيفة... سواقين محترمين,positive,swvl
برنامج متناك وفاشا,negative,swvl
لما اركب نفس الميكروباص ب٥جنيه وعندكم ب٣٥جنيه لى يعنى لا بجد اى ده مش كده,negative,swvl
انا بعد كمية الاراء اللي زي الزفت دى استحالة انزلة وبالاخص بعد كلام الاسعار الغالية دى الناس عاوزة مواصلة توفر فيها او حتي لو غالية تبقي حاجة بسيطة مش حاجة غالية اوي بالمنظر دة وتاني حاجة انا بشوف عربيات زي الزفت والصيني وعليها البادج بتاعكم ازاي الإعلان بتاعكم بيقول ان عربيات كويسة والصيني معروف انة سئ جدا من تكيف لقاعدة لكل حاجة فيها متعب جدا,negative,swvl
برنامج محترم و موفر,positive,swvl
زياده الخطوط,positive,swvl
حلو فعلا وموفر جدا ومريح فعلا شكرا ليكوا على هذه الخدمه المتميزه,positive,swvl
تمام خدمه محترمه,positive,swvl
ناس محترمين جداً,positive,swvl
"جميل و مريح و مواعيد منضبطه ،و هدايا رحلات مخفضه و مجانيه",positive,swvl
الاسعار مبالغ فيها كتير جدا المفروض اني اوفر,negative,swvl
"البرنامج ممتاز والفكرة كمان سهل جدا ،واتمني ان يكون في زياده في الخطوط التنقل",positive,swvl
شكلوا تطبيق زباله بعد ما شفت التعليقات تحت,negative,swvl
فكرة حلوة و بيطوروها,positive,swvl
رايع,positive,swvl
حلو ولكن الابلكشن ينقصه بعض التسهيلات اكتر,positive,swvl
تطبيق سيئ وخدمة سيئة,negative,swvl
كنت حجزت بالغلط وكنت عايز الغي الحجز,negative,swvl
نظام ممتاز ليس عليه اية ملاحظات حتى الآن .,positive,swvl
اسؤ مما تتخيل لازم تمشي لحد محطة الركوب وكأنك راكب اتوبيس هيئة النقل,negative,swvl
وحش وحش وحش وحش وحش بدل 5 نجوم وادفع 40 جنيه من السيدة عائيشه ل حلوان لي يعني دا التكس مش هيخدها,negative,swvl
Nice app,positive,swvl
برنامج زفت اسعار أوفر لا يوجد اي رحلات وبأسعار زى التاكسى,negative,swvl
خدمة ممتازه وراقية تمنياتنا بالتوفيق والتقدم,positive,swvl
يا جماعة حد يبعت في كل مكان و لا إله إلا الله,positive,swvl
كل لما اكتب عنوان اروحه يقول احنا اسفين شكله برنامج اونطه,negative,swvl
prices are very high where saving but the service is good,negative,swvl
بصراحه شركه محترمه وكفايه إن البصات تبع شركه الكمار والحاج محمود الكمار وفوزي شركه محترمه,positive,swvl
الاسعار مبالغ فيها جدا جدا 30 جنيه من الخلفاوى لزايد والعربيه ب7 جنيه فين التوفير كذب انا بروح وباجى ب 14 جنيه فين التوفير يا جماعه بلاش عبط هيا مش نقصه,negative,swvl
نظيف وأمن وملتزم بالمواعيد جدا,positive,swvl
السوقين محترمين جدا لابد من كثره السيارات,positive,swvl
اكيد شركة فاشلة,negative,swvl
كل مره السواق يتاخر ساعه وبعد كده يقولى خلاص امشى مفيش احترام المواعيد,negative,swvl
شركة محترمة جدا.,positive,swvl
شكرا على هذا المجهود الرائع,positive,swvl
شركة محترمه جدا جدا وخدمه عملاء رائعه جدا ويقمون بحل المشكلة فى اسرع وقت,positive,swvl
الاسعار مبالغ فيها جدا ... هو احنا سياح ولا ايه من ميدان لبنان للمريوطيه فيصل 25 جنيه فرد واحد ليه..دا احنا ناخد تاكسي اربع افراد وفي اي وقت واي مكان براحة براحتنا و بنفس السعر وفي اوقات اقل كمان.... لكن صحيح هو انا مستغرب ليه اذا كانت الدوله نفسها فاشله يبقى شركه زيكم مش صعب خالص تكون فاشله . هو عموما الفشل ليه ناسه..مبروك يا فاشله,negative,swvl
لو ممكن جعل اضافة مكان الوصول اختيارى بحيث اقدر اعرف كل الخطوط اللي بتخرج من النقطة اللي بحددها علي الخريطة نفس فكرة البحث الآلي بس من نقطة احددها علي الخريطة بدل من النقطة اللي متواجد فيها لو ممكن تطبيق ذلك يبقي سهلتوا البحث,negative,swvl
Malosh sten lazma,negative,swvl
